# PLATEIFU     MANGAID     Z           NSA_Z       NSA_ZDIST   NSA_ELPETRO_BA   NSA_ELPETRO_PHI   NSA_ELPETRO_TH50_R   NSA_SERSIC_BA   NSA_SERSIC_PHI   NSA_SERSIC_TH50   NSA_SERSIC_N  
  8081-9101    1-37727     0.0282047   0.0282047   0.0284714   0.651343         113.509           6.91535              0.549307        113.714          7.86269           1.79503       
  8081-12702   1-37730     0.0358869   0.0358869   0.0361589   0.793657         23.8567           7.51119              0.74106         25.284           8.85331           1.75875       
  8081-9102    1-38160     0.0335656   0.0335656   0.0338305   0.344218         106.721           7.38576              0.173472        102.427          9.62354           1.9854        
  8081-6104    1-38136     0.0366898   0.0366898   0.0369617   0.602445         122.7             5.93746              0.5025          122.751          9.0095            2.7964        
  8081-12704   1-38138     0.024074    0.024074    0.0243434   0.316665         29.3331           9.08797              0.196145        29.4251          10.988            0.93163       
  8081-12703   1-38398     0.0252591   0.0252591   0.0255045   0.322837         104.4             10.1844              0.20431         103.892          12.6808           1.17985       
  8081-12705   1-38000     0.021737    0.021737    0.0219749   0.882091         127.399           13.1548              0.825411        137.286          12.5511           0.742077      
  8081-12701   1-37671     0.0815271   0.0815271   0.0817829   0.755157         53.2317           22.2871              0.885476        73.5762          16.9702           6.0           
  8081-3703    1-109356    0.0241782   0.0241782   0.0244367   0.529155         131.473           4.40028              0.415178        133.316          4.37395           1.10494       
  8081-3704    1-38014     0.0538098   0.0538098   0.0540499   0.967434         114.145           3.1067               0.958538        121.268          3.12003           2.00087       
  8081-3701    1-37679     0.115262    0.115262    0.11552     0.811732         53.572            3.98475              0.607682        50.512           5.04575           6.0           
  8132-9101    1-377560    0.0230548   0.0230548   0.0233017   0.43171          50.8289           7.80745              0.321013        51.5189          8.55606           1.12797       
  8132-3703    1-377576    0.0252964   0.0252964   0.0255586   0.543827         13.4766           3.9921               0.384605        12.553           4.99396           3.55118       
  8132-12701   1-547999    0.135844    0.135844    0.136103    0.794745         173.633           6.992                0.809458        177.834          8.13727           6.0           
  8132-6102    1-377378    0.0265521   0.0265521   0.0268008   0.674425         42.688            6.70653              1.0             102.445          159.758           0.5           
  8132-1902    1-377626    0.0699607   0.0699607   0.0702189   0.836493         171.696           3.26565              0.737788        2.21506          4.63412           6.0           
  8132-9102    1-548033    0.0583884   0.0583884   0.058631    0.9655           158.49            6.93266              0.971946        143.845          10.3493           6.0           
  8132-6103    1-548001    0.122465    0.122465    0.122729    0.848654         174.105           6.57408              0.885695        160.488          12.9951           6.0           
  8132-6101    1-548024    0.129403    0.129403    0.129634    0.638664         91.9003           5.46326              0.392348        89.0592          9.4342            6.0           
  8132-1901    1-377617    0.10725     0.10725     0.107516    0.741328         139.329           3.40485              0.634381        139.975          7.02394           6.0           
  8132-6104    1-377508    0.0871271   0.0871271   0.0873667   0.806123         78.1559           3.58986              0.66042         72.1311          4.76106           4.18765       
  8132-12702   1-377221    0.0276224   0.0276224   0.027865    0.885818         20.5936           17.813               0.814673        24.034           30.2656           3.02592       
  8132-12705   1-548025    0.056723    0.056723    0.0569687   0.908685         20.1262           5.04923              0.818505        8.62415          11.4738           4.24305       
  8132-3704    1-338633    0.0270996   0.0270996   0.0273419   0.722332         61.9513           4.67022              0.513282        60.7586          8.25942           6.0           
  8132-12703   1-338629    0.116056    0.116056    0.116298    0.959828         47.4624           5.78961              0.737344        48.3099          14.0806           6.0           
  8132-3702    1-377321    0.0443854   0.0443854   0.0446414   0.562142         36.5484           2.70088              0.39772         36.5352          2.87235           1.55666       
  8132-3701    1-377471    0.119678    0.119678    0.119923    0.832833         134.612           5.65619              0.863783        146.875          6.65071           6.0           
  8132-12704   1-548004    0.0604213   0.0604213   0.0606686   0.423273         176.744           6.85589              0.342612        177.457          10.0561           3.17848       
  8133-9101    1-377679    0.0564511   0.0564511   0.0567228   0.656678         80.7237           4.11823              0.582459        79.4731          5.52819           2.96194       
  8133-9102    1-377720    0.143514    0.143514    0.143776    0.791096         34.2087           2.28828              0.514067        47.9417          5.73448           6.0           
  8133-12701   1-377718    0.0557754   0.0557754   0.0560466   0.515777         79.9291           20.3288              0.15            45.2663          10.206            1.29018       
  8133-6101    1-377781    0.0556127   0.0556127   0.0558811   0.881787         112.332           3.46387              0.796279        107.482          5.40063           5.43982       
  8133-3703    1-548036    0.0568776   0.0568776   0.0571387   0.839961         117.644           2.56512              0.750491        116.201          3.59084           5.47641       
  8133-12702   1-377875    0.0831016   0.0831016   0.0833593   0.511176         62.5108           11.0614              0.718711        48.2986          12.3025           6.0           
  8133-12703   1-338934    0.0424132   0.0424132   0.0426812   0.677233         93.165            23.966               0.613854        89.9676          12.4556           6.0           
  8133-6103    1-567948    0.131113    0.131113    0.131387    0.803223         85.969            3.20091              0.685223        88.5013          6.86012           6.0           
  8133-1902    1-338937    0.0428736   0.0428736   0.043141    0.640879         167.36            1.71018              0.341672        173.767          1.83884           3.56844       
